FECHA;StateHoliday;REAL CALLS
9/05/2022;0.0;3837.0
10/05/2022;0.0;3414.0
11/05/2022;0.0;3381.0
12/05/2022;0.0;3118.0
13/05/2022;0.0;2748.0
14/05/2022;0.0;334.0
15/05/2022;0.0;94.0
16/05/2022;0.0;3618.0
17/05/2022;0.0;3509.0
18/05/2022;0.0;3356.0
19/05/2022;0.0;3130.0
20/05/2022;0.0;2669.0
21/05/2022;0.0;393.0
22/05/2022;0.0;114.0
23/05/2022;0.0;3707.0
24/05/2022;0.0;3282.0
25/05/2022;0.0;3183.0
26/05/2022;0.0;2880.0
27/05/2022;0.0;2497.0
28/05/2022;0.0;327.0
29/05/2022;0.0;114.0
30/05/2022;1.0;552.0
31/05/2022;0.0;3614.0
1/06/2022;0.0;3457.0
2/06/2022;0.0;3204.0
3/06/2022;0.0;2735.0
4/06/2022;0.0;374.0
5/06/2022;0.0;117.0
6/06/2022;0.0;3686.0
7/06/2022;0.0;3383.0
8/06/2022;0.0;3254.0
9/06/2022;0.0;3031.0
10/06/2022;0.0;2520.0
11/06/2022;0.0;318.0
12/06/2022;0.0;110.0
13/06/2022;0.0;3638.0
14/06/2022;0.0;3412.0
15/06/2022;0.0;3079.0
16/06/2022;0.0;2927.0
17/06/2022;0.0;2693.0
18/06/2022;0.0;333.0
19/06/2022;0.0;109.0
20/06/2022;0.0;3280.0
21/06/2022;0.0;3295.0
22/06/2022;0.0;3052.0
23/06/2022;0.0;3097.0
24/06/2022;0.0;2641.0
25/06/2022;0.0;351.0
26/06/2022;0.0;103.0
27/06/2022;0.0;3784.0
28/06/2022;0.0;3340.0
29/06/2022;0.0;3133.0
30/06/2022;0.0;2802.0
1/07/2022;0.0;2572.0
2/07/2022;0.0;319.0
3/07/2022;0.0;110.0
4/07/2022;1.0;295.0
